50
50
0.62,0.84,0.88,0.65,0.87,0.71,0.72,0.77,0.64,0.7,0.63,0.79,0.67,0.88,0.71,0.6,0.65,0.79,0.87,0.8,0.75,0.64,0.85,0.85,0.66,0.84,0.71,0.77,0.73,0.73,0.77,0.69,0.78,0.84,0.64,0.72,0.9,0.8,0.79,0.64,0.61,0.61,0.72,0.75,0.85,0.7,0.84,0.61,0.83,0.8
0.72,0.83,0.7,0.79,0.62,0.85,0.83,0.87,0.82,0.78,0.6,0.64,0.7,0.82,0.81,0.67,0.78,0.64,0.63,0.68,0.69,0.62,0.64,0.86,0.61,0.74,0.65,0.82,0.87,0.9,0.64,0.81,0.87,0.9,0.63,0.89,0.78,0.8,0.81,0.61,0.86,0.63,0.62,0.69,0.67,0.86,0.84,0.7,0.74,0.74
0.6,0.77,0.69,0.71,0.77,0.89,0.77,0.63,0.72,0.89,0.63,0.63,0.74,0.68,0.65,0.69,0.9,0.78,0.82,0.71,0.85,0.82,0.85,0.73,0.71,0.69,0.82,0.74,0.86,0.83,0.86,0.84,0.67,0.7,0.7,0.75,0.63,0.77,0.74,0.89,0.81,0.73,0.87,0.64,0.86,0.69,0.67,0.69,0.7,0.71
0.83,0.71,0.74,0.71,0.84,0.77,0.86,0.71,0.78,0.76,0.78,0.78,0.67,0.84,0.83,0.7,0.82,0.74,0.61,0.86,0.87,0.89,0.66,0.69,0.77,0.73,0.75,0.88,0.82,0.65,0.84,0.63,0.84,0.61,0.66,0.67,0.83,0.72,0.83,0.6,0.6,0.71,0.73,0.81,0.82,0.61,0.71,0.85,0.7,0.61
0.66,0.67,0.61,0.86,0.79,0.64,0.75,0.77,0.84,0.65,0.66,0.7,0.69,0.74,0.83,0.7,0.82,0.85,0.87,0.88,0.79,0.66,0.89,0.69,0.67,0.63,0.75,0.79,0.67,0.73,0.66,0.69,0.62,0.77,0.71,0.84,0.81,0.8,0.89,0.7,0.73,0.68,0.85,0.61,0.65,0.87,0.63,0.83,0.67,0.62
0.76,0.6,0.8,0.64,0.74,0.89,0.8,0.82,0.85,0.87,0.61,0.69,0.83,0.83,0.69,0.75,0.88,0.83,0.87,0.8,0.77,0.82,0.68,0.78,0.67,0.64,0.72,0.77,0.86,0.6,0.65,0.75,0.65,0.63,0.73,0.79,0.81,0.67,0.81,0.76,0.61,0.75,0.71,0.81,0.68,0.89,0.88,0.63,0.78,0.83
0.63,0.68,0.8,0.68,0.82,0.76,0.69,0.82,0.78,0.64,0.9,0.78,0.76,0.71,0.74,0.83,0.63,0.73,0.83,0.62,0.69,0.79,0.78,0.72,0.67,0.73,0.6,0.81,0.78,0.81,0.84,0.86,0.65,0.9,0.8,0.68,0.78,0.87,0.89,0.75,0.76,0.64,0.83,0.68,0.62,0.63,0.86,0.77,0.77,0.69
0.63,0.79,0.79,0.74,0.78,0.65,0.67,0.63,0.81,0.68,0.88,0.85,0.69,0.73,0.62,0.89,0.82,0.73,0.85,0.82,0.82,0.72,0.87,0.75,0.71,0.84,0.62,0.67,0.83,0.78,0.69,0.61,0.62,0.72,0.68,0.86,0.89,0.85,0.78,0.87,0.75,0.66,0.79,0.87,0.81,0.65,0.65,0.79,0.62,0.78
0.79,0.78,0.84,0.65,0.64,0.84,0.85,0.67,0.61,0.69,0.64,0.63,0.72,0.83,0.75,0.62,0.87,0.66,0.7,0.61,0.84,0.74,0.75,0.76,0.89,0.65,0.77,0.66,0.78,0.7,0.86,0.86,0.89,0.89,0.73,0.62,0.66,0.67,0.87,0.71,0.65,0.73,0.8,0.76,0.82,0.68,0.72,0.84,0.75,0.86
0.71,0.8,0.78,0.87,0.85,0.64,0.71,0.62,0.74,0.64,0.7,0.69,0.75,0.88,0.69,0.66,0.65,0.68,0.78,0.84,0.68,0.61,0.88,0.8,0.76,0.84,0.8,0.86,0.62,0.74,0.65,0.69,0.69,0.78,0.7,0.61,0.67,0.74,0.87,0.64,0.7,0.85,0.6,0.76,0.71,0.7,0.75,0.86,0.82,0.75
0.74,0.72,0.81,0.88,0.81,0.8,0.79,0.72,0.63,0.85,0.71,0.79,0.64,0.88,0.64,0.64,0.77,0.73,0.82,0.81,0.62,0.63,0.63,0.68,0.69,0.63,0.62,0.88,0.82,0.69,0.7,0.67,0.67,0.79,0.79,0.78,0.83,0.62,0.61,0.62,0.67,0.87,0.7,0.61,0.64,0.89,0.79,0.71,0.79,0.63
0.62,0.69,0.74,0.65,0.88,0.6,0.61,0.79,0.63,0.9,0.66,0.72,0.72,0.78,0.79,0.68,0.66,0.61,0.74,0.67,0.75,0.65,0.67,0.68,0.86,0.82,0.76,0.87,0.81,0.87,0.73,0.84,0.7,0.81,0.6,0.78,0.61,0.81,0.64,0.71,0.66,0.7,0.87,0.62,0.64,0.81,0.74,0.62,0.66,0.86
0.64,0.61,0.86,0.77,0.62,0.82,0.73,0.84,0.89,0.82,0.8,0.82,0.71,0.73,0.87,0.76,0.63,0.62,0.7,0.71,0.65,0.82,0.84,0.8,0.8,0.89,0.88,0.63,0.7,0.67,0.7,0.76,0.72,0.8,0.68,0.64,0.65,0.69,0.73,0.79,0.69,0.86,0.81,0.74,0.85,0.66,0.88,0.67,0.84,0.64
0.68,0.64,0.7,0.89,0.61,0.88,0.6,0.76,0.67,0.66,0.76,0.66,0.72,0.83,0.71,0.62,0.63,0.61,0.67,0.65,0.83,0.86,0.8,0.7,0.81,0.71,0.67,0.85,0.88,0.65,0.81,0.73,0.77,0.82,0.89,0.86,0.74,0.64,0.64,0.8,0.69,0.88,0.71,0.69,0.72,0.84,0.78,0.77,0.63,0.84
0.9,0.86,0.82,0.71,0.78,0.88,0.65,0.86,0.83,0.61,0.66,0.62,0.88,0.77,0.84,0.77,0.72,0.8,0.7,0.76,0.72,0.71,0.75,0.66,0.82,0.84,0.68,0.74,0.8,0.64,0.68,0.8,0.65,0.61,0.83,0.69,0.75,0.78,0.9,0.65,0.88,0.66,0.63,0.83,0.63,0.81,0.87,0.8,0.79,0.61
0.84,0.83,0.68,0.86,0.78,0.75,0.81,0.69,0.68,0.81,0.68,0.87,0.69,0.87,0.75,0.74,0.77,0.87,0.74,0.71,0.81,0.85,0.68,0.76,0.61,0.85,0.74,0.62,0.64,0.76,0.77,0.64,0.62,0.9,0.69,0.86,0.74,0.8,0.68,0.76,0.75,0.88,0.67,0.67,0.65,0.63,0.85,0.63,0.82,0.89
0.86,0.73,0.63,0.77,0.61,0.77,0.87,0.8,0.62,0.76,0.64,0.89,0.81,0.7,0.87,0.82,0.78,0.84,0.87,0.68,0.87,0.66,0.72,0.65,0.88,0.8,0.73,0.79,0.7,0.64,0.69,0.65,0.72,0.79,0.77,0.89,0.74,0.83,0.88,0.73,0.77,0.77,0.78,0.78,0.64,0.61,0.67,0.65,0.69,0.74
0.62,0.85,0.79,0.85,0.62,0.8,0.85,0.85,0.89,0.64,0.88,0.69,0.81,0.66,0.87,0.9,0.62,0.71,0.75,0.73,0.72,0.67,0.81,0.83,0.7,0.81,0.8,0.83,0.85,0.82,0.63,0.66,0.78,0.75,0.73,0.81,0.61,0.85,0.63,0.87,0.79,0.73,0.63,0.65,0.63,0.82,0.73,0.75,0.9,0.86
0.87,0.87,0.83,0.66,0.74,0.63,0.88,0.7,0.75,0.76,0.85,0.83,0.68,0.9,0.78,0.6,0.72,0.75,0.63,0.71,0.75,0.85,0.66,0.69,0.83,0.82,0.76,0.89,0.7,0.64,0.66,0.62,0.77,0.81,0.81,0.64,0.66,0.85,0.69,0.76,0.72,0.83,0.72,0.62,0.61,0.69,0.63,0.79,0.88,0.86
0.8,0.67,0.73,0.65,0.72,0.86,0.63,0.68,0.71,0.86,0.69,0.65,0.68,0.87,0.63,0.62,0.73,0.81,0.76,0.71,0.84,0.72,0.79,0.75,0.9,0.63,0.86,0.75,0.62,0.78,0.74,0.6,0.67,0.8,0.62,0.8,0.84,0.77,0.77,0.66,0.66,0.77,0.75,0.72,0.66,0.77,0.86,0.66,0.84,0.84
0.66,0.75,0.77,0.82,0.62,0.63,0.61,0.85,0.82,0.85,0.83,0.84,0.61,0.67,0.73,0.7,0.72,0.67,0.7,0.8,0.86,0.75,0.81,0.72,0.89,0.83,0.6,0.87,0.6,0.72,0.77,0.63,0.89,0.79,0.82,0.79,0.81,0.65,0.62,0.7,0.82,0.75,0.77,0.88,0.62,0.81,0.68,0.69,0.89,0.7
0.7,0.73,0.73,0.76,0.74,0.76,0.69,0.87,0.78,0.81,0.79,0.64,0.73,0.77,0.72,0.74,0.86,0.72,0.72,0.83,0.85,0.86,0.73,0.82,0.8,0.73,0.7,0.79,0.61,0.71,0.64,0.76,0.68,0.66,0.86,0.74,0.69,0.64,0.7,0.63,0.6,0.86,0.69,0.6,0.78,0.65,0.63,0.72,0.89,0.81
0.68,0.69,0.84,0.72,0.84,0.65,0.81,0.75,0.8,0.79,0.78,0.66,0.65,0.84,0.82,0.67,0.8,0.76,0.77,0.64,0.79,0.86,0.88,0.66,0.88,0.86,0.79,0.73,0.71,0.78,0.8,0.7,0.87,0.67,0.71,0.79,0.85,0.83,0.67,0.65,0.61,0.6,0.82,0.79,0.87,0.74,0.62,0.65,0.79,0.7
0.84,0.89,0.76,0.69,0.87,0.76,0.65,0.69,0.66,0.76,0.76,0.85,0.83,0.66,0.83,0.87,0.73,0.65,0.88,0.68,0.61,0.86,0.77,0.66,0.9,0.72,0.87,0.78,0.65,0.65,0.7,0.84,0.83,0.75,0.76,0.77,0.69,0.78,0.89,0.8,0.79,0.75,0.67,0.78,0.8,0.76,0.78,0.79,0.86,0.79
0.81,0.77,0.79,0.8,0.72,0.84,0.74,0.67,0.71,0.87,0.84,0.89,0.74,0.84,0.82,0.86,0.72,0.67,0.79,0.82,0.79,0.73,0.71,0.66,0.87,0.64,0.84,0.74,0.82,0.72,0.67,0.8,0.8,0.85,0.63,0.72,0.65,0.71,0.69,0.77,0.6,0.82,0.66,0.7,0.88,0.8,0.68,0.64,0.65,0.9
0.69,0.65,0.78,0.68,0.64,0.88,0.82,0.76,0.76,0.8,0.63,0.88,0.62,0.81,0.66,0.69,0.61,0.86,0.75,0.84,0.71,0.79,0.74,0.88,0.64,0.76,0.67,0.83,0.78,0.61,0.61,0.74,0.64,0.82,0.85,0.7,0.87,0.89,0.86,0.81,0.62,0.74,0.64,0.69,0.76,0.86,0.71,0.79,0.83,0.67
0.8,0.63,0.87,0.87,0.88,0.81,0.77,0.8,0.85,0.75,0.72,0.83,0.75,0.89,0.68,0.63,0.68,0.67,0.7,0.71,0.81,0.63,0.72,0.67,0.84,0.71,0.84,0.62,0.67,0.85,0.79,0.74,0.61,0.78,0.7,0.68,0.71,0.83,0.7,0.67,0.76,0.73,0.61,0.79,0.82,0.8,0.63,0.62,0.85,0.76
0.89,0.7,0.6,0.87,0.74,0.79,0.71,0.65,0.8,0.65,0.78,0.73,0.72,0.7,0.64,0.87,0.88,0.69,0.85,0.8,0.83,0.73,0.66,0.81,0.85,0.73,0.72,0.82,0.82,0.74,0.87,0.81,0.77,0.63,0.76,0.74,0.86,0.83,0.73,0.79,0.77,0.74,0.75,0.75,0.75,0.71,0.72,0.77,0.78,0.89
0.63,0.81,0.81,0.74,0.8,0.76,0.66,0.67,0.78,0.64,0.74,0.61,0.87,0.71,0.86,0.77,0.78,0.79,0.81,0.71,0.64,0.76,0.87,0.81,0.7,0.83,0.88,0.87,0.75,0.63,0.88,0.73,0.73,0.87,0.73,0.76,0.63,0.85,0.68,0.76,0.77,0.7,0.88,0.71,0.72,0.87,0.81,0.83,0.82,0.84
0.84,0.64,0.7,0.85,0.7,0.6,0.67,0.76,0.71,0.76,0.61,0.71,0.72,0.76,0.84,0.77,0.88,0.84,0.9,0.78,0.77,0.88,0.85,0.61,0.88,0.7,0.81,0.81,0.78,0.85,0.65,0.7,0.89,0.88,0.63,0.84,0.89,0.64,0.81,0.63,0.81,0.69,0.79,0.71,0.63,0.74,0.76,0.9,0.88,0.88
0.83,0.74,0.6,0.64,0.62,0.87,0.63,0.7,0.88,0.81,0.67,0.82,0.62,0.61,0.61,0.87,0.61,0.81,0.89,0.67,0.64,0.78,0.87,0.67,0.77,0.72,0.76,0.75,0.76,0.81,0.84,0.64,0.73,0.84,0.76,0.86,0.73,0.87,0.85,0.8,0.81,0.85,0.74,0.89,0.88,0.63,0.71,0.7,0.62,0.73
0.66,0.63,0.8,0.66,0.64,0.86,0.66,0.6,0.88,0.76,0.67,0.67,0.89,0.68,0.77,0.72,0.88,0.7,0.85,0.71,0.77,0.85,0.79,0.78,0.75,0.78,0.61,0.77,0.61,0.6,0.83,0.76,0.79,0.67,0.76,0.77,0.68,0.63,0.65,0.72,0.62,0.76,0.88,0.73,0.61,0.69,0.76,0.79,0.69,0.62
0.89,0.89,0.65,0.67,0.63,0.65,0.84,0.8,0.86,0.78,0.88,0.65,0.79,0.82,0.66,0.84,0.73,0.61,0.73,0.75,0.66,0.86,0.7,0.62,0.69,0.65,0.61,0.77,0.88,0.69,0.74,0.81,0.82,0.89,0.81,0.86,0.66,0.6,0.62,0.75,0.65,0.75,0.7,0.82,0.66,0.69,0.62,0.86,0.68,0.73
0.86,0.8,0.86,0.62,0.68,0.82,0.88,0.6,0.81,0.62,0.71,0.81,0.86,0.75,0.73,0.8,0.81,0.76,0.73,0.84,0.65,0.67,0.68,0.71,0.67,0.84,0.85,0.78,0.65,0.72,0.61,0.62,0.78,0.83,0.6,0.72,0.65,0.62,0.86,0.66,0.62,0.69,0.79,0.72,0.63,0.69,0.76,0.77,0.69,0.76
0.73,0.66,0.88,0.68,0.74,0.83,0.74,0.88,0.84,0.69,0.62,0.75,0.76,0.9,0.72,0.86,0.72,0.8,0.67,0.71,0.83,0.75,0.76,0.7,0.86,0.86,0.64,0.62,0.83,0.68,0.61,0.88,0.74,0.83,0.68,0.78,0.74,0.81,0.68,0.61,0.62,0.74,0.74,0.84,0.66,0.87,0.71,0.71,0.61,0.81
0.71,0.78,0.84,0.83,0.8,0.63,0.8,0.82,0.78,0.85,0.76,0.88,0.65,0.66,0.78,0.72,0.69,0.7,0.62,0.64,0.67,0.74,0.73,0.6,0.75,0.8,0.83,0.87,0.64,0.61,0.87,0.75,0.85,0.62,0.76,0.85,0.82,0.82,0.9,0.71,0.61,0.78,0.7,0.71,0.83,0.7,0.67,0.88,0.68,0.63
0.8,0.67,0.87,0.72,0.72,0.79,0.84,0.72,0.71,0.64,0.81,0.75,0.61,0.8,0.68,0.86,0.87,0.65,0.62,0.77,0.72,0.85,0.78,0.64,0.82,0.88,0.88,0.63,0.68,0.76,0.63,0.86,0.79,0.7,0.8,0.8,0.7,0.88,0.86,0.75,0.67,0.64,0.77,0.8,0.68,0.63,0.86,0.88,0.87,0.85
0.8,0.86,0.8,0.86,0.76,0.75,0.89,0.63,0.88,0.82,0.88,0.69,0.74,0.77,0.72,0.65,0.73,0.71,0.75,0.76,0.69,0.7,0.71,0.88,0.61,0.6,0.76,0.74,0.63,0.72,0.85,0.67,0.65,0.79,0.87,0.8,0.66,0.81,0.9,0.81,0.79,0.85,0.72,0.89,0.76,0.74,0.89,0.86,0.66,0.7
0.89,0.61,0.76,0.79,0.75,0.85,0.64,0.9,0.82,0.87,0.86,0.82,0.81,0.73,0.73,0.65,0.89,0.8,0.87,0.65,0.74,0.77,0.78,0.86,0.71,0.76,0.83,0.6,0.86,0.89,0.71,0.66,0.61,0.64,0.6,0.73,0.82,0.87,0.78,0.79,0.65,0.74,0.61,0.89,0.74,0.7,0.67,0.67,0.79,0.81
0.64,0.83,0.73,0.68,0.63,0.84,0.86,0.75,0.66,0.89,0.64,0.86,0.85,0.75,0.8,0.83,0.65,0.78,0.77,0.74,0.79,0.71,0.76,0.83,0.62,0.71,0.9,0.67,0.87,0.66,0.77,0.64,0.89,0.82,0.8,0.85,0.62,0.83,0.64,0.7,0.86,0.85,0.79,0.86,0.61,0.63,0.73,0.7,0.67,0.77
0.73,0.71,0.86,0.86,0.8,0.64,0.64,0.81,0.67,0.67,0.71,0.84,0.71,0.68,0.77,0.66,0.71,0.64,0.62,0.79,0.8,0.72,0.81,0.86,0.62,0.65,0.63,0.83,0.64,0.74,0.66,0.79,0.76,0.83,0.71,0.62,0.72,0.61,0.76,0.75,0.7,0.71,0.7,0.77,0.88,0.74,0.88,0.68,0.62,0.75
